Operation number,Output Description,Georeference,Country Name,Administrative code level 1,Administrative name level 1,Administrative code level 2,Administrative name level 2,Administrative code level 3,Administrative name level 3,Geoname ID,GeoNames Feature Code,Location Type
AR-L1016,Actividad de formación e intercambio que tuvo el propósito de fortalecer la capacidad de gestión de los gobiernos locales. Las actividades se plantearon alrededor de los siguientes ejes temáticos:-La gestión de la ciudad: retos y capacidades necesarias para una intervención integral -Planificación e instrumentos de gestión del territorio-La gestión del desarrollo desde lo local,"-34.6107,-58.3805",Argentina,7,Buenos Aires F.D.,,,,,7873963,HTL,Exact Location
AR-L1016,"El objetivo principal del seminario fue promover la discusión sobre los desafíos del gobierno digital entre intendentes, equipos técnicos locales, provinciales y nacionales. En especial, se centró en dos ejes de trabajo (a) la producción de conocimiento sobre los alcances y limitaciones del gobierno digital a partir de las experiencias locales y (b) el desarrollo de las herramientas del portal “Gobierno Local” (www.gobiernolocal.gob.ar).","-34.6127,-58.3659",Argentina,7,Buenos Aires F.D.,,,,,6956886,HTL,Exact Location
AR-L1016,"El seminario retomó los ejes de discusión del año 2009 que se centró en la gestión de las ciudades, y planteó un debate sobre la formulación e implementación de proyectos como instrumento privilegiado de la gestión municipal. El punto de partida fue considerar que los proyectos definen al mismo tiempo problemas y soluciones, y en ese sentido, son una herramienta técnica pero también política al momento de priorizar cuestiones de la agenda municipal.","-34.6091,-58.3827",Argentina,7,Buenos Aires F.D.,,,,,6956167,HTL,Exact Location
AR-L1016,"Participaron aproximadamente noventa representantes de las provincias de Buenos Aires, Chubut, Mendoza, Neuquén, Río Negro y Salta. El seminario tubo como objetivos (a) debatir entre equipos técnicos locales y especialistas sobre los principales logros y limitaciones de las experiencias locales en materia de gobierno digital en las áreas de salud, desarrollo productivo y turismo y (b) desarrollar colaborativamente el uso de las herramientas del portal “Gobierno Local”.","-34.6173,-58.3653",Argentina,7,Buenos Aires F.D.,,,,,6957055,HTL,Exact Location
AR-L1016,"El Programa dotó a la Municipalidad de Trevelín de: (1) Nueva infraestructura física para las áreas de gobierno y operativa, (2) Espacios disponibles para la creación de nuevos programas y servicios; (3) Digitalización e informatización y reestructuración de áreas de Planeamiento Estratégico y Hacienda; (4) Sistema informático integral implementado y en funcionamiento; (5) Informatización del catastro y planeamiento, (6) Capacitación interna","-43.079,-71.4649",Argentina,4,Chubut,,,,,3833675,PPL,Exact Location
AR-L1017,"Esta aplicacion estrategica permite medir la humedad del suelo en la region de la Pampa Humeda argentina, con impactos en la agricultura. Sirve, también, para elaborar mapas de riesgos de inundaciones, para la prevencion de desastres naturales.","-34.5076,-61.9103",Argentina,1,Buenos Aires,,,,,3837705,RNCH,Exact Location
AR-L1017,INVAP es una empresa estatal argentina de alta tecnología que desarrolla gran parte de los componentes de los satélites y realiza la integración de los mismos. El programa financió el diseño y contrucción de un Satelite de vuelo,"-41.1236,-71.2431",Argentina,16,Rio Negro,,,,,6499902,HTL,Exact Location
AR-L1017,"El Centro Espacial Teófilo Tabanera, en la Provincia de Córdoba, desarrolla gran parte de los ensayos de materiales, partes y componentes de los satélites SAOCOM, además de estar allí situada la Estación Terrena donde se recibe y procesa la información de los satélites.También en este predio se poseen varias parcelas piloto donde se están calibrando los resultados de las diferentes aplicaciones del PROSAT.","-30.8181,-64.2003",Argentina,5,Cordoba,,,,,3866714,PPL,Exact Location
AR-L1020,"A traves del proyecto provincial se desarrolló el Modelo Articulado de Sistemas de Información de Salud, denominado MAS SALUD JUJUY. El MAS SALUD JUJUY es un aplicativo web que permite una gestión completa de la atención ya que registra toda la información que producen los efectores de salud a nivel poblacional y epidemiológico.Beneficiarios: Niños y adultos de la red de Jujuy. Población Objetiva: 79.546","-23.8082,-64.7939",Argentina,10,Jujuy,,,,,3846915,PPLA2,Exact Location
AR-L1020,A traves del proyecto provincial se llevaron a cabo varias capacitaciones sobre RCVG en los efectores de la red. Beneficiarios: Niños y adultos de la red de San Juan. Población Objetiva:76.488,"-31.5455,-68.538",Argentina,18,San Juan,,,,,3837213,PPLA,Exact Location
AR-L1020,"Actividad sobre Redes Integradas de Servicios de Salud (RISS) y dispositivos y modalidades de trabajo en Red. La misma se realizó en la Sala de Situación del Ministerio de Salud de la provincia de La Rioja, el marco de las “Jornada Redes de Salud” realizada en noviembre de 2012.Beneficiarios: Niños y adultos de la red de La Rioja. Población Objetiva: 32.948","-29.4467,-66.8582",Argentina,12,La Rioja,,,,,6526551,HTL,Exact Location
AR-L1020,"Campaña día mundial de prevención del Accidente Cerebro Vascular, año 2012, Plaza 25 de Mayo. Beneficiarios: Niños y adultos de la red de Catamarca, Población Objetiva: 36.837","-28.4712,-65.7845",Argentina,2,Catamarca,,,,,3837702,PPLA,Exact Location
AR-L1020,"Como parte de las actividades del proyecto de redes se llevan a cabo actividades de promoción de la actividad física para las personas con riesgo cardiovascular global. Asimismo, y en conjunto con el Programa “Tucumán Camina”, se desarrollan acciones para la promoción de la actividad física en diversos espacios públicos. A través del proyecto provincial de REDES, se adquirió equipamiento (colchonetas y equipos de música) para realizar actividad física en 10 efectores del PNA.","-26.8349,-65.2686",Argentina,24,Tucumán,,,,,3845052,PPL,Exact Location
AR-L1020,"Consultorio de referencia y contrarreferencia en el Hospital Perrando, para la coordinacion del primer nivel con el segundo nivel de atencion. Beneficiarios: Niños y adultos de la red de Chaco. Población Objetiva: 157.759","-27.4597,-58.9767",Argentina,3,Chaco,,,,,6957398,HTL,Exact Location
AR-L1020,Durante 2012 se llevo a cabo una maraton solidaria con el objetivo de aprovechar la oportunidad y promover habitos saludables en relacion el riesgo cardiovascular. Beneficiarios: Niños y adultos de la red de Santiago del Estero. Población Objetiva:124.852,"-27.8057,-64.2521",Argentina,22,Santiago del Estero,,,,,3835869,PPLA,Exact Location
AR-L1020,El analizador automático es un instrumento de laboratorio clínico diseñado para medir sangre y otros líquidos y poder diagnósticar una enfermedad. Fue adquirido por el proyecto provincial para fortalecer la red de laboratorio del primer nivel de atencion. Esta ubicado en el Caps San Cayetano. Beneficiarios: Niños y adultos de la red de Tucumán que asisten a los efectores públicos de salud. Población Objetiva: 136.993,"-26.8522,-65.1984",Argentina,24,Tucumán,,,,,3844696,PPL,Exact Location
AR-L1020,El CAPS tiene como objetivos: NORMATIZAR y protocolizar los procesos de atención de las personas en la red de servicios; CAPACITAR y MOTIVAR a los equipos de salud de la red; REFACCIONAR y EQUIPAR los servicios de salud de la red y ORGANIZAR e IMPLEMENTAR procesos de referencia y contrarreferencia.,"-27.9536,-65.1613",Argentina,22,Santiago del Estero,3854499,Departamento de Guasayán,,,3836769,PPLA2,Exact Location
AR-L1020,El proyecto de redes colaboro en el diseño del sistema informático provincial de salud (SIPS) para la carga de datos de empadronamiento y clasificados y para la organización de agendas y dación de turnos. Beneficiarios: Niños y adultos de la red de Neuquén. Población Objetiva: 49.480,"-38.9475,-68.0772",Argentina,16,Rio Negro,,,,,6956179,HTL,Exact Location
AR-L1020,"El sistema gestión se utiliza para conocer desde el CAPS, información relativa a las personas que asisten a los efectores de la red.","-26.8349,-65.2686",Argentina,24,Tucumán,,,,,3845052,PPL,Exact Location
AR-L1020,"En el CAPS nº 6 “El Chorrillo” se realiza empadronamiento, clasificación y seguimiento. Beneficiarios: Niños y adultos de la red de San Luis. Población Objetiva: 44.607","-33.2937,-66.2668",Argentina,19,San Luis,,,,,8050985,PPLL,Exact Location
AR-L1020,"En el CAPS nº 8 “Santa Teresita” se realiza empadronamiento, clasificación y seguimiento. Beneficiarios: Niños y adultos de la red de Corrientes. Población Objetiva: 125.786","-27.4818,-58.8253",Argentina,6,Corrientes,,,,,3435217,PPLA,Exact Location
AR-L1020,En el marco del proyecto de redes de la provincia de Buenos Aires (Región Sanitaria VI) se implementaron capacitaciones destinadas a administrativos y enfermeros en el abordaje de pacientes crónicos:- Capacitación en Administración para la Atención de Pacientes Crónicos (CAAPAC)- Curso de Enfermería para la Atención del Paciente Crónico (CEAPAC)Participaron más de 80 administrativos y más de 50 enfermeros.,"-34.6997,-58.3922",Argentina,1,Buenos Aires,3432134,Partido de Lanús,,,3432135,PPLA2,Exact Location
AR-L1020,Esta capacitacion forma parte de un curso de Riesgo Cardiovascular Global destinado a los medicos de la red de Formosa. Se llevo a cabo en el mes de Junio 2013. Beneficiarios: Adultos de la Red de Formosa. Población Objetiva: 77.509,"-26.1912,-58.176",Argentina,9,Formosa,,,,,6957114,HTL,Exact Location
AR-L1020,"Este CAPS forma parte de la red que tiene una extensión de 300 km donde se implementa el proyecto. Sus objetivos son FORTALECER la coordinación y gestión de la red incorporando dispositivos organizacionales; ORGANIZAR los procesos de R-CR con normativas y protocolos para la nominalización, clasificación por RCVG y seguimiento de la población objetivo. CAPACITAR y motivar a los recursos humanos. INCREMENTAR acciones de promoción de la salud y prevención relacionadas con RCVG y DBT II.","-25.5999,-54.5742",Argentina,14,Misiones,3433487,Departamento de Iguazú,,,3429777,PPLA4,Exact Location
AR-L1020,"Este CAPS forma parte de la red que tiene una extensión de 300 km donde se implementa el proyecto. Sus objetivos son FORTALECER la coordinación y gestión de la red incorporando dispositivos organizacionales; ORGANIZAR los procesos de R-CR con normativas y protocolos para la nominalización, clasificación por RCVG y seguimiento de la población objetivo. CAPACITAR y motivar a los recursos humanos. INCREMENTAR acciones de promoción de la salud y prevención relacionadas con RCVG y DBT II.","-27.3693,-55.5819",Argentina,14,Misiones,,,,,3428455,PPLA2,Exact Location
AR-L1020,Este CAPS tiene como objetivos: NORMATIZAR y protocolizar los procesos de atención de las personas en la red de servicios; CAPACITAR y MOTIVAR a los equipos de salud de la red; REFACCIONAR y EQUIPAR los servicios de salud de la red y ORGANIZAR e IMPLEMENTAR procesos de referencia y contrarreferencia.,"-27.8283,-64.2147",Argentina,22,Santiago del Estero,,,,,3861216,PPL,Exact Location
AR-L1020,"Este centro de salud está ubicado en un barrio periférico de Cipolletti, provincia de Río Negro. Aquí el equipo de salud implementa el Programa Remediar + Redes, en articulación con el área de Enfermedades Crónicas No Transmisibles del Ministerio de Salud provincial, para mejorar el acceso y atención de las personas que padecen estas enfermedades.Beneficiarios: Adultos de la Red de Río Negro. Población Objetiva: 57.348","-38.9245,-67.9796",Argentina,16,Rio Negro,,,,,3861056,PPL,Exact Location
AR-L1020,"La implementación del Programa Remediar + Redes ha permitido proveer a las Zonas Sanitarias que forman parte del proyecto de Córdoba de movilidad propia. Esto permite a los equipos llegar a todos los centros de salud que conforman la extensa red, muchos de los cuales son de difícil acceso sin vehículo. Beneficiarios: Niños y adultos de la red de Córdoba. Población Objetiva: 284.919","-31.4417,-64.197",Argentina,5,Cordoba,,,,,3836240,PPL,Exact Location
AR-L1020,"La implementación del Programa Remediar + Redes ha permitido proveer a las Zonas Sanitarias que forman parte del proyecto de Misiones de movilidad propia. Esto permite a los equipos llegar a todos los centros de salud que conforman la extensa red, muchos de los cuales son de difícil acceso sin vehículo. Beneficiarios: Niños y adultos de la red de Misiones. Población Objetiva: 122.640","-27.3721,-55.8982",Argentina,14,Misiones,3435699,Departamento de Capital,,,3429886,PPLA,Exact Location
AR-L1020,"La oficina de Referencia y Contra Referencia tiene como función ser el nexo que coordina las prestaciones de salud de los distintos efectores, garantizando el acceso del usuario a todos los niveles según su problemática en particular. Funciona en la Dirección General de Red de Servicios y posee Oficinas Nodo en 7 de los 8 hospitales de 3º nivel de complejidad. Beneficiarios: Niños y adultos de la red de Tucumán. Población Objetiva: 136.993","-26.8225,-65.1942",Argentina,24,Tucumán,,,,,6956727,HTL,Exact Location
AR-L1020,Las cartillas de servicios desarrolladas por el Proyecto Provincial de Chubut para los efectores de la red permite que la poblacion conozca la oferta de servicios de la red. Distribución horarios por especialidad médica. Beneficiarios: Niños y adultos de la red de Chubut. Población Objetiva: 36.248,"-43.2515,-65.329",Argentina,4,Chubut,,,,,6957165,HTL,Exact Location
AR-L1020,"Un hito clave en la ejecución del proyecto provincial de REDES fue la creación de las Oficinas de Referencia y Contrarreferencia. Se han instalado, equipado y se encuentran en funcionamiento 8 oficinas nodo en hospitales y una oficina central en la Dirección General de Redes. Se lograron realizar un total de 943 contrarreferencias que quedaron documentadas en el PNA representando un 59% de la meta propuesta a 3 años. La Oficina gestionó el acceso al sistema de salud de 8.284 personas.","-26.8297,-65.2043",Argentina,24,Tucumán,,,,,7290258,ADMF,Exact Location
AR-L1020,"Uno de los componentes del proyecto de REDES es la provisión de insumos para el cuidado de las personas con enfermedades no transmisibles. Con este objetivo, se repartieron tensiómetros a los CAPS de la red.","-26.8297,-65.2043",Argentina,24,Tucumán,,,,,7290258,ADMF,Exact Location
